UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page,Cluster,UMAP_1,UMAP_2
1001281,No,277.0,iOS and Android,43365.0,1,2,Other,89.0,4071,2,No,13,No,3,0.0,19.0,2,12.274213,2.2555096
1001282,Yes,262.0,iOS and Android,10605.0,27,3,Financial,84.0,5813,1,Yes,18,No,4,0.0,10.0,2,14.190271,1.427939
1001283,No,247.0,iOS and Android,30345.0,1,4,Financial,90.0,3143,6,No,19,No,2,1.0,14.0,4,8.500435,9.248954
1001284,No,210.0,iOS and Android,41335.0,1,3,Financial,82.0,2044,1,No,11,No,3,1.0,5.0,2,6.1510305,9.442261
1001285,No,292.0,,43855.0,10,1,Medical,65.0,13464,7,No,21,Yes,3,0.0,9.0,4,10.8309,5.74888
1001286,No,345.0,ANDROID,29715.0,26,2,Financial,98.0,7991,8,No,15,No,3,0.0,6.0,4,10.168101,4.1586666
1001287,No,300.0,iOS and Android,21560.0,1,2,Financial,99.0,3377,4,No,17,No,4,1.0,7.0,2,5.5459228,8.072178
1001289,No,262.0,ANDROID,41300.0,1,2,Medical,90.0,5762,2,No,14,No,3,1.0,15.0,2,6.083123,8.399508
1001291,Yes,255.0,iOS,8190.0,,4,Financial,93.0,5346,4,No,17,No,3,1.0,11.0,2,7.4359064,8.442018
1001292,Yes,277.0,iOS and Android,12950.0,10,4,Medical,58.0,4213,1,No,15,No,2,0.0,10.0,2,14.217599,4.501489
1001293,No,292.0,iOS,26810.0,20,3,Financial,83.0,4127,2,No,18,No,4,1.0,7.0,2,5.474755,8.227293
1001294,No,322.0,ANDROID,12005.0,1,3,Financial,52.0,2438,4,No,13,No,3,0.0,7.0,2,12.610883,3.7746875
1001295,No,307.0,iOS and Android,15645.0,1,3,Financial,85.0,6870,3,No,12,No,1,0.0,11.0,1,14.345681,5.8164883
1001296,No,307.0,iOS and Android,27860.0,1,1,Social media,81.0,10447,0,Yes,13,No,4,1.0,23.0,2,5.267869,6.437261
1001297,No,225.0,iOS and Android,38220.0,,3,Medical,64.0,9667,9,No,14,No,2,0.0,9.0,4,11.970912,5.985374
1001300,No,300.0,iOS and Android,41790.0,1,3,Financial,52.0,6513,4,No,17,No,4,1.0,12.0,2,5.911173,10.044772
1001303,No,262.0,iOS and Android,6475.0,23,4,Medical,91.0,2705,0,No,16,No,2,1.0,6.0,2,9.821523,9.444012
1001304,No,352.0,iOS and Android,35035.0,1,3,Financial,92.0,10333,8,Yes,12,No,3,1.0,28.0,3,7.1756554,4.517347
1001305,No,300.0,iOS and Android,26250.0,12,3,Financial,47.0,4448,2,No,12,No,2,1.0,15.0,2,8.026226,9.705661
1001306,No,405.0,iOS and Android,15085.0,1,4,Medical,68.0,6854,4,No,15,No,2,1.0,14.0,4,8.264991,7.210129
1001307,No,232.0,iOS,39375.0,1,4,Social media,68.0,9637,2,No,14,No,4,2.0,9.0,2,4.364139,11.472223
1001308,No,210.0,iOS and Android,42595.0,1,3,Medical,67.0,3591,1,No,25,Yes,3,1.0,3.0,2,6.076127,9.558033
1001309,No,285.0,iOS and Android,25305.0,1,4,Social media,77.0,5405,2,Yes,20,Yes,1,2.0,20.0,6,5.240054,13.662526
1001310,No,195.0,iOS and Android,20020.0,10,3,Medical,46.0,4684,1,No,13,No,1,0.0,5.0,2,14.762569,5.07426
1001311,No,435.0,iOS,42560.0,15,4,Financial,87.0,15787,2,Yes,14,No,2,0.0,23.0,3,6.6454916,2.5173545
1001314,Yes,217.0,iOS and Android,12250.0,13,3,Tour and Travel,56.0,2335,4,Yes,15,No,4,3.0,4.0,6,2.5638533,12.970906
1001316,No,270.0,iOS and Android,15050.0,1,4,Other,73.0,6962,4,Yes,22,Yes,4,1.0,15.0,2,5.153202,8.134324
1001317,No,322.0,iOS,49770.0,1,4,Financial,92.0,5675,1,No,20,Yes,3,1.0,7.0,2,6.008318,7.943379
1001318,No,202.0,iOS,45395.0,1,2,Financial,53.0,2379,0,Yes,14,No,3,0.0,6.0,2,12.87484,0.84481066
1001319,No,217.0,iOS,20090.0,20,1,Medical,40.0,3812,1,No,13,No,2,0.0,11.0,2,14.74084,4.5563793
1001320,No,240.0,iOS,46130.0,10,4,Social media,79.0,4648,8,No,13,No,3,0.0,4.0,4,11.191338,5.095103
1001324,No,210.0,ANDROID,9800.0,,2,Financial,43.0,2706,1,No,15,No,2,1.0,3.0,2,10.112577,9.718124
1001325,No,217.0,iOS and Android,25410.0,,1,Financial,93.0,6384,8,No,17,No,4,2.0,11.0,4,3.561198,10.995257
1001327,Yes,240.0,iOS and Android,14490.0,1,4,Social media,82.0,9907,7,Yes,12,No,3,0.0,7.0,4,11.672272,4.2156925
1001328,No,345.0,iOS and Android,46165.0,1,3,Entertainment,45.0,13225,2,No,12,No,4,1.0,25.0,3,5.963676,4.0427666
1001329,No,202.0,iOS and Android,25480.0,23,1,Medical,36.0,3540,1,No,21,Yes,4,1.0,9.0,2,5.2160277,9.111376
1001330,No,217.0,iOS and Android,12320.0,1,1,Medical,87.0,2804,1,No,11,No,4,0.0,1.0,2,14.444422,1.4195651
1001331,No,322.0,iOS and Android,28805.0,1,3,Medical,81.0,19392,7,No,13,No,4,0.0,21.0,3,6.6285176,1.5565138
1001332,No,360.0,iOS and Android,42840.0,10,3,Financial,91.0,19665,4,No,12,No,4,0.0,29.0,3,6.4828496,2.0040407
1001333,Yes,217.0,iOS,16065.0,24,2,Financial,73.0,2439,1,Yes,24,Yes,2,0.0,1.0,2,15.329592,4.8979316
1001334,Yes,345.0,iOS and Android,43890.0,10,3,Financial,64.0,7314,5,No,21,Yes,3,3.0,14.0,6,4.6479235,12.381168
1001335,No,202.0,iOS,39585.0,15,3,Financial,77.0,4774,0,No,19,No,4,1.0,8.0,2,5.480121,9.370953
1001336,No,292.0,iOS and Android,29225.0,19,4,Other,41.0,3902,8,No,14,No,2,3.0,7.0,6,4.650411,12.850649
1001337,No,412.0,iOS and Android,29260.0,1,4,Entertainment,98.0,2662,8,No,20,Yes,2,1.0,19.0,4,8.384115,6.318351
1001338,No,210.0,iOS and Android,41020.0,1,3,Medical,78.0,2856,1,No,19,No,4,1.0,1.0,2,5.445735,9.448342
1001339,Yes,225.0,iOS and Android,33075.0,1,3,Medical,89.0,1081,1,No,13,No,3,0.0,1.0,2,13.845218,2.0203679
1001340,Yes,165.0,iOS and Android,13685.0,1,1,Financial,75.0,2472,1,Yes,23,Yes,1,0.0,1.0,2,15.431917,5.1277285
1001341,No,270.0,iOS and Android,44310.0,10,4,Entertainment,63.0,5673,1,Yes,13,No,1,1.0,10.0,2,8.465816,10.775991
1001342,No,232.0,iOS and Android,10885.0,20,3,Financial,89.0,4197,1,No,11,No,1,1.0,10.0,1,9.663151,9.314508
1001343,No,255.0,iOS and Android,51800.0,1,3,Financial,64.0,9713,2,Yes,13,No,4,3.0,9.0,6,4.4666886,11.624875
1001344,No,217.0,iOS and Android,20720.0,1,3,,59.0,2062,3,No,14,No,2,0.0,11.0,2,14.981395,4.6475544
1001345,No,277.0,iOS and Android,27405.0,1,4,Medical,78.0,4284,5,,22,Yes,3,1.0,16.0,2,7.487865,9.129932
1001346,No,262.0,iOS and Android,7665.0,16,2,Game,44.0,4788,0,Yes,11,No,4,0.0,4.0,2,14.752271,1.8299975
1001348,No,270.0,iOS,42455.0,1,1,Tour and Travel,94.0,3886,1,No,21,Yes,4,0.0,10.0,2,13.033778,1.6567761
1001349,No,300.0,iOS and Android,39795.0,1,4,Financial,98.0,16823,2,No,11,No,1,1.0,22.0,3,5.3857794,3.3432648
1001350,No,195.0,iOS and Android,16870.0,1,2,Financial,90.0,2933,1,Yes,13,No,3,1.0,1.0,2,6.164555,8.86807
1001351,No,202.0,iOS and Android,17885.0,1,2,Medical,89.0,6500,0,No,14,No,2,0.0,9.0,2,15.228121,5.48867
1001352,No,360.0,iOS,4095.0,22,3,Medical,58.0,17174,3,No,11,No,2,1.0,24.0,3,4.456115,1.8049718
1001353,No,330.0,iOS and Android,5950.0,1,4,Financial,78.0,5033,2,No,15,No,4,1.0,10.0,2,5.2308784,8.235912
1001354,Yes,255.0,ANDROID,33845.0,16,4,Entertainment,85.0,2307,1,Yes,23,Yes,2,1.0,5.0,2,7.1381397,8.919982
1001356,No,270.0,iOS and Android,11725.0,17,2,Social media,33.0,5507,2,No,16,No,3,2.0,12.0,2,3.3900783,12.054307
1001357,No,307.0,iOS and Android,11795.0,1,3,Social media,54.0,4393,5,No,21,Yes,3,1.0,14.0,2,7.7727294,7.7526865
1001359,No,232.0,iOS and Android,37765.0,10,2,Medical,86.0,6583,2,Yes,11,No,4,1.0,8.0,2,5.5283513,8.602145
1001360,No,255.0,iOS and Android,25725.0,1,1,Medical,75.0,8103,3,Yes,12,No,3,0.0,9.0,2,12.363533,2.9354348
1001361,No,232.0,iOS and Android,16485.0,1,3,Medical,62.0,3978,8,No,12,No,2,1.0,4.0,4,8.306257,8.971785
1001362,No,195.0,iOS,38360.0,1,3,Other,61.0,2544,0,No,18,No,1,1.0,8.0,2,9.1019945,10.444347
1001364,No,247.0,iOS and Android,7595.0,10,4,Social media,43.0,5487,1,No,14,No,2,0.0,10.0,2,14.125124,4.4652996
1001365,No,210.0,iOS,27405.0,1,2,Financial,42.0,6834,1,Yes,12,No,3,1.0,7.0,2,6.531032,9.515553
1001366,Yes,217.0,iOS,26110.0,24,3,Entertainment,45.0,1091,1,No,17,No,4,0.0,1.0,2,14.882505,1.9413105
1001367,No,292.0,ANDROID,43785.0,21,4,Financial,32.0,5736,6,No,19,No,3,1.0,10.0,2,7.2607503,10.570756
1001368,No,202.0,iOS and Android,47390.0,1,4,Entertainment,41.0,2226,1,No,11,No,3,1.0,6.0,2,5.9170146,9.7292795
1001369,No,255.0,iOS,25725.0,22,4,Other,86.0,5747,1,Yes,15,No,2,0.0,16.0,2,15.7108345,4.9791193
1001373,No,292.0,iOS and Android,30345.0,1,2,Medical,87.0,5151,1,No,25,Yes,4,1.0,10.0,2,5.485012,8.239971
1001374,No,285.0,iOS,48790.0,1,3,Medical,58.0,2133,1,Yes,16,No,3,1.0,20.0,2,6.704112,10.1649065
1001375,No,435.0,iOS and Android,21175.0,21,3,Financial,72.0,17875,4,Yes,13,No,3,1.0,29.0,3,4.9792204,2.3569431
1001376,Yes,240.0,iOS,8330.0,1,2,Financial,47.0,2432,3,Yes,14,No,1,0.0,8.0,2,14.129773,5.140791
1001377,No,285.0,iOS and Android,42210.0,1,2,Financial,71.0,4771,2,No,19,No,4,2.0,10.0,6,4.406659,11.40474
1001378,No,367.0,iOS,37240.0,1,1,Financial,42.0,19161,3,No,15,No,4,0.0,28.0,3,5.8731537,1.7062539
1001380,Yes,202.0,iOS,46795.0,22,3,Tour and Travel,58.0,2863,1,No,12,No,1,0.0,1.0,2,16.007767,4.449318
1001381,No,262.0,,23870.0,18,4,Medical,71.0,5561,0,No,16,No,4,1.0,6.0,2,5.542399,8.396637
1001382,No,210.0,ANDROID,38605.0,16,3,Medical,49.0,2144,1,No,14,No,3,0.0,5.0,2,12.961261,0.93534595
1001383,No,232.0,Android,34160.0,1,2,Medical,48.0,3065,1,Yes,13,No,4,1.0,4.0,2,5.3295484,9.308097
1001385,No,255.0,iOS and Android,32795.0,1,3,Social media,32.0,9888,1,No,21,Yes,1,0.0,14.0,2,14.665649,4.632626
1001386,No,255.0,iOS and Android,43365.0,13,4,Medical,39.0,8628,1,No,18,No,3,1.0,9.0,2,6.179877,10.255815
1001387,No,195.0,iOS and Android,5495.0,1,3,Medical,95.0,2867,0,No,13,No,4,0.0,8.0,2,14.504449,1.2493308
1001388,No,217.0,iOS and Android,4760.0,1,3,Financial,89.0,5373,0,No,12,No,1,1.0,6.0,1,9.754787,9.349223
1001389,No,240.0,Android,40110.0,15,4,Medical,34.0,6667,5,No,18,No,2,1.0,9.0,2,7.550492,10.695277
1001390,No,232.0,iOS,39375.0,1,3,Financial,48.0,5003,1,No,21,Yes,2,0.0,10.0,2,15.242521,4.4635415
1001391,Yes,210.0,iOS and Android,49140.0,17,3,Entertainment,32.0,2367,5,No,12,No,1,1.0,6.0,2,8.002684,10.864003
1001392,No,285.0,iOS and Android,49140.0,1,3,Financial,59.0,2858,4,No,14,No,1,0.0,20.0,1,12.779354,5.793924
1001393,No,262.0,iOS and Android,42840.0,1,4,Financial,55.0,5204,1,,11,No,4,0.0,10.0,2,12.184382,1.1370393
1001397,Yes,397.0,iOS and Android,40880.0,24,4,Financial,66.0,10448,6,Yes,13,No,2,0.0,15.0,4,7.92213,3.5263858
1001398,No,405.0,iOS and Android,5425.0,1,2,Financial,67.0,2897,3,No,11,No,3,2.0,9.0,6,3.1880157,10.108402
1001399,No,247.0,iOS,45605.0,1,2,Financial,36.0,5968,1,No,20,Yes,3,3.0,9.0,6,3.7555532,12.542774
1001400,No,322.0,iOS and Android,20090.0,11,3,Financial,3.0,7510,1,No,17,No,2,1.0,10.0,2,9.915234,9.441813
1001401,No,285.0,iOS,50540.0,1,4,Other,88.0,2991,0,Yes,11,No,2,1.0,7.0,2,8.041512,11.436298
1001402,No,412.0,iOS and Android,6615.0,26,4,Tour and Travel,71.0,19636,4,Yes,18,No,1,1.0,35.0,3,4.058726,2.2575855
1001403,No,232.0,iOS and Android,44660.0,1,1,Medical,59.0,1129,1,Yes,11,No,3,3.0,1.0,6,3.2362256,13.211226
1001404,No,292.0,iOS and Android,4165.0,15,4,Social media,77.0,13341,0,No,12,No,1,0.0,21.0,1,9.448309,7.126318
1001406,No,232.0,Android,24395.0,10,3,Medical,40.0,11031,4,No,20,Yes,3,1.0,13.0,2,7.5768633,7.898983
1001407,No,405.0,iOS and Android,5495.0,10,3,Medical,77.0,4440,6,Yes,19,No,4,0.0,9.0,4,10.143685,4.194343
1001408,No,180.0,iOS and Android,26985.0,1,2,Financial,45.0,4617,1,No,12,No,2,0.0,4.0,2,15.092311,4.539226
1001410,No,300.0,iOS,24220.0,11,3,Entertainment,73.0,6323,1,No,11,No,1,1.0,10.0,1,9.169442,9.3319025
1001413,No,225.0,iOS and Android,31885.0,1,2,Medical,76.0,3748,1,No,13,No,3,0.0,12.0,2,13.706025,2.1384225
1001414,No,187.0,iOS and Android,34195.0,1,1,Other,57.0,3977,6,Yes,19,No,3,1.0,7.0,2,7.4689064,9.825014
1001415,No,352.0,iOS and Android,41300.0,25,3,Medical,84.0,8633,2,No,23,Yes,2,0.0,25.0,3,6.9903493,2.699196
1001416,No,247.0,Android,45955.0,1,2,Medical,59.0,2008,1,No,12,No,3,3.0,1.0,6,3.2492602,13.153265
1001418,No,232.0,iOS and Android,40390.0,1,2,Financial,54.0,3067,0,No,19,No,3,1.0,3.0,2,6.0621467,9.686171
1001419,No,285.0,iOS,17780.0,1,4,Financial,72.0,5321,2,No,11,No,4,1.0,10.0,2,5.3586683,8.251984
1001421,No,307.0,iOS and Android,22470.0,1,3,Financial,76.0,2782,3,No,22,Yes,1,1.0,12.0,1,9.316796,8.980617
1001422,No,352.0,Android,40670.0,1,1,Medical,98.0,11957,0,No,18,No,1,2.0,14.0,6,6.364013,13.429155
1001423,No,262.0,iOS and Android,52150.0,11,4,Medical,43.0,2660,7,Yes,11,No,3,1.0,5.0,2,7.227138,10.572535
1001424,No,165.0,iOS and Android,20335.0,1,2,Financial,63.0,3375,0,No,12,No,4,0.0,4.0,2,15.07696,1.7631452
1001426,No,247.0,iOS and Android,17535.0,,2,Medical,95.0,4878,0,Yes,13,No,1,1.0,10.0,1,9.546992,9.422446
1001427,No,240.0,iOS and Android,9345.0,29,4,Financial,49.0,2837,1,No,13,No,3,0.0,6.0,2,14.192157,3.6251845
1001428,No,300.0,iOS and Android,19005.0,1,4,Financial,83.0,2406,8,No,19,No,3,2.0,8.0,4,3.9772823,11.173046
1001429,No,240.0,iOS and Android,8190.0,1,4,Medical,68.0,2269,0,No,14,No,2,1.0,3.0,2,10.096359,9.584347
1001430,No,292.0,iOS and Android,4060.0,24,1,Financial,52.0,4108,7,No,13,No,1,0.0,18.0,4,13.768027,5.793269
1001431,No,285.0,iOS and Android,7035.0,10,3,Medical,99.0,13206,3,No,12,No,1,1.0,20.0,1,8.712399,7.387214
1001432,No,240.0,iOS and Android,28035.0,1,4,Social media,48.0,10422,1,No,19,No,3,2.0,14.0,2,3.2186704,12.175326
1001434,No,187.0,iOS and Android,48370.0,1,2,Other,85.0,4907,0,Yes,22,Yes,2,1.0,6.0,2,7.989994,11.790239
1001436,No,330.0,iOS and Android,36295.0,1,3,Medical,42.0,2436,6,Yes,12,No,3,0.0,6.0,2,11.321411,3.301353
1001437,No,157.0,iOS and Android,17535.0,1,1,Medical,58.0,2380,1,Yes,11,No,4,0.0,2.0,2,15.047958,1.788014
1001438,No,292.0,Android,3675.0,1,3,Financial,87.0,19431,2,No,13,No,3,0.0,21.0,3,7.587738,1.6859552
1001440,No,270.0,iOS and Android,19495.0,1,3,Medical,94.0,7644,0,No,19,No,3,2.0,10.0,6,2.3212116,11.850839
1001441,No,270.0,iOS,24080.0,1,2,Financial,97.0,5131,7,No,13,No,2,3.0,18.0,6,5.3233624,12.517736
1001443,Yes,217.0,iOS and Android,38220.0,1,4,Medical,36.0,4787,9,Yes,14,No,2,3.0,4.0,6,4.6104574,12.875834
1001446,No,307.0,iOS and Android,20370.0,28,4,Financial,60.0,13570,0,No,23,Yes,3,1.0,21.0,3,7.1022367,6.806459
1001447,No,255.0,iOS and Android,24640.0,28,3,Social media,95.0,6712,1,No,21,Yes,4,2.0,8.0,6,2.2984421,11.9039345
1001448,No,270.0,Android,10535.0,15,4,Social media,88.0,5406,1,No,24,Yes,1,1.0,15.0,1,9.526456,9.201439
1001449,No,307.0,iOS and Android,32550.0,1,3,Financial,57.0,8938,2,No,11,No,3,1.0,14.0,2,7.3457885,7.7688174
1001450,No,240.0,iOS and Android,18515.0,1,3,Entertainment,78.0,2439,1,No,14,No,4,0.0,4.0,2,14.233406,1.4760271
1001451,No,262.0,iOS and Android,40110.0,26,4,Financial,31.0,8837,1,Yes,16,No,3,0.0,9.0,2,11.742246,1.0937278
1001452,No,285.0,iOS and Android,12075.0,10,2,Financial,100.0,5343,1,No,11,No,3,1.0,10.0,2,6.488218,8.449618
1001453,Yes,375.0,,30730.0,1,4,Financial,94.0,6728,7,No,12,No,4,2.0,12.0,4,8.546053,5.3544827
1001454,No,270.0,iOS and Android,39200.0,11,4,Social media,100.0,6652,4,No,13,No,1,1.0,8.0,1,8.731866,9.691272
1001456,No,300.0,iOS and Android,46270.0,1,4,Financial,52.0,2809,2,No,14,No,4,0.0,8.0,2,12.106034,1.2551755
1001457,No,262.0,iOS,41965.0,18,4,Financial,80.0,5689,1,Yes,14,No,4,2.0,10.0,6,4.3469367,11.390192
1001458,No,300.0,iOS and Android,41790.0,1,4,Medical,98.0,2001,2,No,14,No,2,3.0,20.0,6,5.2132235,12.476741
1001459,No,262.0,iOS and Android,10045.0,1,4,Financial,62.0,2977,1,No,12,No,4,1.0,4.0,2,5.104815,8.499835
1001461,No,217.0,iOS and Android,16380.0,28,4,Medical,73.0,3785,1,No,14,No,2,0.0,5.0,2,15.320467,4.9783955
1001462,Yes,375.0,iOS and Android,14350.0,28,3,Social media,39.0,10854,4,Yes,13,No,2,1.0,20.0,3,7.7055445,4.471766
1001463,No,292.0,iOS and Android,25270.0,24,1,Social media,60.0,12031,0,No,11,No,1,1.0,21.0,1,9.126199,7.6161222
1001464,No,232.0,Android,11375.0,1,3,Medical,74.0,9936,0,No,19,No,2,0.0,10.0,2,14.814716,5.24205
1001465,No,195.0,iOS and Android,40845.0,1,3,Other,3.0,2966,0,No,18,No,4,0.0,5.0,2,12.19936,1.184933
1001468,No,202.0,iOS and Android,5425.0,1,3,Financial,87.0,6142,1,Yes,20,Yes,2,1.0,6.0,2,9.739684,9.343095
1001469,No,367.0,iOS,35805.0,1,3,Medical,63.0,5390,2,No,14,No,4,0.0,17.0,2,10.54133,2.2906349
1001470,No,255.0,iOS and Android,21980.0,1,3,Medical,82.0,4404,2,No,12,No,1,0.0,6.0,1,15.181924,5.4220576
1001471,Yes,307.0,iOS and Android,38570.0,1,2,Financial,94.0,5993,8,Yes,11,No,1,0.0,8.0,4,11.758097,6.0303955
1001472,No,367.0,iOS,9765.0,1,1,Financial,61.0,5130,1,No,23,Yes,4,1.0,10.0,2,5.147593,8.227279
1001473,Yes,277.0,iOS and Android,48055.0,1,2,Other,92.0,2090,6,Yes,15,No,2,0.0,7.0,4,11.836039,5.9505587
1001474,No,247.0,iOS,48720.0,,4,Financial,56.0,2909,1,Yes,11,No,3,0.0,8.0,2,12.730359,0.93353885
1001475,No,202.0,iOS and Android,20685.0,1,1,Medical,40.0,3468,9,No,12,No,4,1.0,6.0,2,12.014083,4.3840446
1001476,No,240.0,iOS,35175.0,1,2,Financial,79.0,3068,0,No,13,No,3,0.0,8.0,2,13.491443,1.9756659
1001480,No,270.0,iOS and Android,45465.0,27,3,Medical,94.0,5237,6,No,13,No,2,2.0,17.0,6,5.2688847,12.353225
1001481,No,262.0,iOS and Android,28315.0,16,3,Medical,84.0,2426,0,No,13,No,3,1.0,6.0,2,6.218847,8.732516
1001482,No,217.0,iOS and Android,5355.0,15,2,Financial,49.0,4193,0,Yes,12,No,4,0.0,10.0,2,14.771872,1.859776
1001483,No,232.0,iOS and Android,23450.0,26,1,Financial,31.0,2911,1,No,17,No,4,1.0,5.0,2,5.293525,9.124563
1001484,No,255.0,iOS and Android,47110.0,19,2,Medical,93.0,2661,0,No,11,No,3,1.0,3.0,2,6.1162305,9.416459
1001485,Yes,210.0,iOS and Android,3605.0,24,3,Financial,50.0,2028,5,Yes,14,No,2,0.0,6.0,2,13.937281,4.859768
1001486,No,217.0,iOS and Android,48615.0,21,4,Financial,51.0,9980,1,No,11,No,3,1.0,10.0,2,6.1505084,10.254409
1001489,No,397.0,iOS and Android,42665.0,1,4,Financial,78.0,15427,2,,16,No,3,0.0,31.0,3,6.4907556,2.3101616
1001490,No,285.0,iOS and Android,12985.0,1,3,Financial,45.0,3944,5,Yes,11,No,3,0.0,6.0,2,12.537052,3.8450704
1001491,No,180.0,Android,23555.0,11,2,Other,96.0,4011,0,No,18,No,4,1.0,5.0,2,5.8912473,8.883534
1001492,Yes,270.0,iOS and Android,42630.0,1,4,Financial,82.0,3407,7,No,23,Yes,2,0.0,10.0,4,11.825912,5.937354
1001493,No,255.0,iOS and Android,14665.0,1,4,Financial,53.0,11994,0,No,11,No,3,0.0,13.0,2,13.838589,4.054425
1001494,No,157.0,iOS and Android,13685.0,15,2,Financial,96.0,1232,1,No,14,No,4,0.0,0.0,2,14.762527,1.4217167
1001495,Yes,255.0,iOS and Android,24465.0,1,1,Medical,83.0,2960,2,No,11,No,3,0.0,8.0,2,13.80135,2.3609827
1001496,No,397.0,iOS and Android,44870.0,1,3,Other,58.0,19094,4,No,11,No,4,1.0,26.0,3,5.8814745,2.2590308
1001497,Yes,240.0,iOS,39375.0,16,1,Financial,72.0,3919,1,Yes,22,Yes,2,0.0,10.0,2,15.936684,4.587082
1001499,No,330.0,iOS and Android,16695.0,1,4,Medical,42.0,10248,3,No,14,No,4,1.0,24.0,3,7.560805,5.211145
1001500,No,345.0,iOS and Android,24675.0,1,4,Social media,83.0,18947,3,No,12,No,4,0.0,22.0,3,6.469133,1.6131457
1001502,No,330.0,iOS and Android,51065.0,10,4,Other,41.0,6465,2,Yes,13,No,4,0.0,9.0,2,11.812265,1.1887614
1001503,No,225.0,iOS and Android,4375.0,1,2,Medical,83.0,2206,1,No,13,No,1,0.0,10.0,1,14.986399,5.698607
1001504,Yes,292.0,iOS and Android,31325.0,1,3,OTT,56.0,2086,3,No,14,No,3,1.0,19.0,2,6.9847727,9.719538
1001505,Yes,180.0,iOS and Android,28455.0,1,3,Medical,61.0,2293,2,Yes,16,No,1,1.0,6.0,2,9.258247,10.323358
1001506,No,322.0,iOS and Android,44555.0,1,2,Medical,72.0,2645,1,No,12,No,4,2.0,6.0,6,4.45774,11.2628
1001507,Yes,375.0,iOS and Android,30415.0,1,2,Social media,86.0,2683,1,Yes,14,No,3,0.0,3.0,2,11.7687645,2.332684
1001508,No,262.0,iOS and Android,31150.0,1,3,Social media,97.0,2014,1,No,13,No,1,0.0,2.0,1,16.310469,4.9066143
1001509,No,270.0,iOS and Android,29820.0,1,4,Financial,82.0,3419,9,Yes,14,No,4,1.0,6.0,4,9.037754,5.3418
1001510,No,247.0,iOS,39935.0,1,3,Financial,42.0,5376,2,No,19,No,1,2.0,10.0,6,4.795026,13.8974285
1001511,No,262.0,iOS and Android,16240.0,1,2,Other,75.0,1951,1,No,12,No,3,1.0,1.0,2,6.3044715,8.909668
1001512,No,202.0,iOS and Android,43400.0,1,4,Financial,33.0,2341,1,No,13,No,4,1.0,1.0,2,5.551795,9.578513
1001513,Yes,195.0,iOS and Android,47495.0,25,3,Financial,48.0,2293,1,No,12,No,3,0.0,1.0,2,12.926908,0.76666135
1001516,Yes,307.0,iOS and Android,47600.0,12,3,Entertainment,49.0,19545,1,No,12,No,4,0.0,23.0,3,5.6992326,1.752403
1001517,No,255.0,Android,37275.0,23,4,Social media,72.0,4568,0,No,20,Yes,3,0.0,10.0,2,13.427315,2.0159962
1001519,No,345.0,iOS,42385.0,1,4,Social media,98.0,5772,4,Yes,21,Yes,3,0.0,14.0,4,11.535747,2.5511575
1001521,Yes,360.0,iOS and Android,21910.0,1,2,Financial,98.0,5381,9,Yes,13,No,4,0.0,23.0,4,10.33412,3.1904187
1001522,Yes,210.0,iOS and Android,50190.0,,4,Entertainment,50.0,3441,1,Yes,13,No,3,0.0,2.0,2,12.938701,0.7698856
1001523,No,330.0,iOS and Android,52080.0,,5,Social media,75.0,5454,5,Yes,21,Yes,3,1.0,9.0,4,6.0811243,7.086033
1001524,No,262.0,Android,38395.0,11,2,Medical,79.0,9884,2,Yes,13,No,3,1.0,10.0,2,6.0131173,7.9417334
1001525,No,195.0,iOS and Android,50505.0,23,3,Social media,47.0,4157,7,Yes,19,No,3,1.0,5.0,2,7.294471,10.544846
1001526,No,247.0,iOS,18025.0,1,2,Financial,98.0,13458,1,Yes,12,No,3,0.0,15.0,2,8.009987,1.8477495
1001527,No,262.0,iOS,29855.0,18,5,Financial,71.0,9069,1,No,22,Yes,4,1.0,9.0,2,5.5908756,8.367378
1001528,No,262.0,iOS and Android,39970.0,23,4,Medical,3.0,4014,3,Yes,15,No,3,1.0,4.0,2,11.291861,1.5273733
1001529,No,232.0,iOS and Android,22925.0,1,4,Financial,48.0,5915,3,No,22,Yes,4,1.0,10.0,2,5.2019453,8.714904
1001530,No,277.0,iOS and Android,39025.0,1,4,Financial,51.0,5993,1,No,18,No,3,1.0,7.0,2,6.44831,9.983145
1001531,No,240.0,iOS and Android,14945.0,1,3,Medical,33.0,6162,1,Yes,22,Yes,2,1.0,9.0,2,9.939345,9.698342
1001532,No,285.0,iOS,22855.0,29,5,Financial,50.0,2406,1,No,11,No,4,0.0,10.0,2,13.618393,1.4861375
1001533,No,375.0,iOS and Android,34615.0,1,2,Medical,43.0,18740,5,Yes,12,No,4,1.0,29.0,3,6.0399365,1.861258
1001535,No,270.0,iOS and Android,42805.0,1,3,Entertainment,59.0,10096,1,No,13,No,2,3.0,17.0,6,4.039344,14.170576
1001536,No,412.0,iOS and Android,29260.0,1,3,Medical,33.0,14756,2,Yes,14,No,3,3.0,21.0,3,3.2765362,-1.8118081
